"model"	"sno"	"Year"	"Title"	"clean Title + Ontology Terms"	"uniq_project_title"	"ProjectID3"	"uniqProjectID"	"multischool_project"	"ProjectApproach"	"OnotologyTerms"	"Field"	"AppliedTo"	"AppliedValue"	"ProjectField"	"Cancer"	"AI_ML"	"InfectiousDiseases_Covid"	"Water"	"energy"	"medical"	"pollution"	"Category"	"SchoolName"	"school_id"	"school_region"	"zip"	"gender"	"grade"	"award"	"awardvalue"	"Ethnicity"	"Race"	"PerfBySchoolByYr"	"RacePercBySchoolAllYears"	"TotalStudentParticipatedAllYears"	"StudentsByYearBySchool"	"AllGender"	"AllGrade"	"AllEthnicity"	"GenderComp"	"AvgGrade"	"EthnicityComp"	"team_size"	"award_value"	"Total_awardValue"	"TotalProjectFromSchoolAllYears"	"NumberOfYearsParticipated"	"2019Score"	"2019SchoolRank"	"2018Rank"	"isCharter"	"isTitle1"	"NumStudents"	"NumTeachers"	"SpendingPerPupil"	"White%"	"Black%"	"Hispanic%"	"Asian%"	"American_Indian%"	"Pacific_Islander%"	"Two_or_more_races%"	"WhitePercInMSEF"	"BlackPercInMSEF"	"HispanicPercInMSEF"	"AsianPercInMSEF"	"SchoolDiversity"	"MSEFDiversity"	"DeviationEthnicityRep"	"clustord"	"x"	"y"	"cluster"
"x2046"	2046	2019	"Quantifying Effect of a Rapid Temperature Increase on Coral Bleaching"	"quantifying effect of a rapid temperature increase on coral bleaching chemical,organism,marine Environment environment Chemistry"	1	1487	1	NA	"a"	"chemical,organism,marine"	"Environment"	"environment"	4	"Chemistry"	0	0	0	NA	NA	NA	NA	"Chemistry"	"Westfield High School"	166	"Western Massachusetts Region I Science Fair"	"x01085"	"F"	"11th"	"noAward"	0	"Caucasian"	"White"	0.666666666666667	0.816901408450704	142	25	"F_F"	"11_11"	"Caucasian_Caucasian"	"AllF"	11	"AllWhite"	2	20	16.3583333333334	142	8	43.6	228	241	"N"	"Y"	1228	100	14822	0.779	0.024	0.135	0.037	0.002	0	0.02	0.816901408450704	0.00704225352112676	0.0211267605633803	0.0422535211267606	-0.333126068230082	-0.180358685742829	0.0147187960722079	428	50.395257418176	-84.4896110716836	"2"
"x2048"	2048	2019	"Rehabilitation System for Limb Movement Evaluation"	"rehabilitation system for limb movement evaluation organ CompSci medical ComputerSci"	1	1516	1	NA	"m"	"organ"	"CompSci"	"medical"	3	"ComputerSci"	0	0	0	NA	NA	NA	NA	"Computer_Science"	"Milton Academy"	94	"South Shore Region V Science Fair"	"x02186"	"M"	"11th"	"noAward"	0	"Asian"	"Asian"	0	0.285714285714286	7	1	"M"	"11"	"Asian"	"AllM"	11	"AllAsian"	1	20	0.875	7	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.285714285714286	NA	-0.155448012671507	NA	2106	-4.24856528706335	63.3765079204428	"5"
"x2049"	2049	2019	"Salinity Versus the Growth of Mung Beans"	"salinity versus the growth of mung beans chemical,organism, plant, agriculture, phaseolus,organism, plant, agriculture, phaseolus biochem agriculture biology"	1	1552	1	NA	"a"	"chemical,organism, plant, agriculture, phaseolus,organism, plant, agriculture, phaseolus"	"biochem"	"agriculture"	1	"biology"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Boston Latin Academy"	21	"Boston Public Schools Region VI Science Fair"	"x02118"	"F"	"11th"	"noAward"	0	"Asian"	"Asian"	0	0.269230769230769	52	12	"F"	"11"	"Asian"	"AllF"	11	"AllAsian"	1	20	7.03333333333333	52	8	89.7	9	8	"N"	"Y"	1767	91	19817	0.291	0.209	0.255	0.21	0.002	0.001	0.031	0.346153846153846	0.230769230769231	0.134615384615385	0.269230769230769	-0.646928496002919	-0.577107917333627	0.0215165857988166	1324	6.49211058803787	-44.1777761269886	"3"
"x205"	205	2014	"Super Fertilizer"	"super fertilizer chemical, agriculture chemistry agriculture environment"	1	1661	1	NA	"m"	"chemical, agriculture"	"chemistry"	"agriculture"	4	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Pioneer Charter School of Science"	113	"Northeastern Massachusetts Region IV Science Fair"	"x02149"	"F"	"11th"	"noAward"	0	"Caucasian"	"White"	0	0.214285714285714	28	4	"F_F"	"11_11"	"African_Caucasian"	"AllF"	11	"2"	2	20	1.55	28	7	80.1	67	67	"Y"	"Y"	789	77	0	0.336	0.262	0.293	0.077	0.02	0	0.011	0.214285714285714	0.25	0.214285714285714	0.0357142857142857	-0.609027146419184	-0.488916405076459	0.0228588163265306	435	39.4385640068889	-49.2526686373241	"2"
"x2050"	2050	2019	"Saving Plants Using Automation"	"saving plants using automation organism, robotics agriculture Engineering"	1	1564	1	NA	"m"	"organism,"	"robotics"	"agriculture"	3	"Engineering"	0	0	0	NA	NA	NA	NA	"Biology"	"Grafton Memorial Senior High School"	59	"Worcester Region II Science and Engineering Fair"	"x01960"	"M"	"9th"	"noAward"	0	"SouthAsian"	"Asian"	0	0.7	20	6	"M_M_M"	"9_9_9"	"Asian_Caucasian_SouthAsian"	"AllM"	9	"3"	3	20	1	20	6	70.6	123	140	"N"	"N"	863	64	12570	0.809	0.022	0.034	0.104	0	0.001	0.03	0.25	0	0.05	0.7	-0.311780958929483	-0.32399786960521	0.668437	1384	11.8899554272589	18.6319098291514	"3"
"x2053"	2053	2019	"Scientific Study Comparing Adhesives as Threadlocker Alternative"	"scientific study comparing adhesives as threadlocker alternative device,material,method chemistry mechanical Engineering"	1	1569	1	NA	"a"	"device,material,method"	"chemistry"	"mechanical"	2	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Westfield High School"	166	"Western Massachusetts Region I Science Fair"	"x01085"	"M"	"11th"	"noAward"	0	"Caucasian"	"White"	0.666666666666667	0.816901408450704	142	25	"M"	"11"	"Caucasian"	"AllM"	11	"AllWhite"	1	20	16.3583333333334	142	8	43.6	228	241	"N"	"Y"	1228	100	14822	0.779	0.024	0.135	0.037	0.002	0	0.02	0.816901408450704	0.00704225352112676	0.0211267605633803	0.0422535211267606	-0.333126068230082	-0.180358685742829	0.0147187960722079	1011	16.1273359819714	31.2425914310287	"4"
"x2054"	2054	2019	"Self-Healing Circuit Networks in Resilient Power Distribution Systems"	"self healing circuit networks in resilient power distribution systems energy, electric civil energy Engineering"	1	1579	1	NA	"m"	"energy, electric"	"civil"	"energy"	5	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"M"	"11th"	"noAward"	0	"SouthAsian"	"Asian"	1.125	0.590643274853801	171	17	"M"	"11"	"SouthAsian"	"AllM"	11	"AllSouthAsian"	1	20	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	1098	16.16305092558	46.0776401039296	"4"
"x2055"	2055	2019	"Shining a Light on Phototherapy: Using Blue Light to Stop Infection"	"shining a light on photo therapy using blue light to stop infection drug, medical,infectious,light biophysics medical biology"	1	1586	1	NA	"m"	"drug, medical,infectious,light"	"biophysics"	"medical"	6	"biology"	0	0	1	NA	NA	NA	NA	"Biochemistry"	"Stoughton High School"	144	"South Shore Region V Science Fair"	"x02072"	"F"	"11th"	"noAward"	0	"Caucasian"	"White"	0	0.76	25	2	"F_F"	"11_12"	"Caucasian_Caucasian"	"AllF"	11.5	"AllWhite"	2	20	2.225	25	7	53.9	187	204	"N"	"N"	1039	96	15766	0.575	0.257	0.078	0.061	0	0.002	0.028	0.76	0.04	0.08	0.12	-0.499227192792895	-0.34475032172841	0.084799	1783	-19.1287204853742	8.2828512516149	"8"
"x2057"	2057	2019	"Smart White Cane"	"smart white cane device Mechanical household Engineering"	1	1604	1	NA	"d"	"device"	"Mechanical"	"household"	4	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Advanced Math and Science Academy Charter School"	3	"Worcester Region II Science and Engineering Fair"	"x01752"	"M"	"9th"	"noAward"	0	"SouthAsian"	"Asian"	0.333333333333333	0.785714285714286	14	2	"M"	"9"	"SouthAsian"	"AllM"	9	"AllSouthAsian"	1	20	3.38333333333333	14	6	90.6	6	3	"Y"	"Y"	974	82	0	0.677	0.018	0.057	0.174	0.003	0	0.071	0	0	0	0.785714285714286	-0.43828542371058	-0.0822920611228674	0.836096367346939	770	11.6848905527364	42.4163524063777	"4"
"x2058"	2058	2019	"Soybean Futures in a Changing Climate"	"soybean futures in a changing climate organism, plant, agriculture environment finance environment"	1	1630	1	NA	"a"	"organism, plant, agriculture"	"environment"	"finance"	5	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Falmouth Academy"	53	"South Shore Region V Science Fair"	"x02540"	"F"	"11th"	"noAward"	0	"Caucasian"	"White"	3	0.690721649484536	97	8	"F"	"11"	"Caucasian"	"AllF"	11	"AllWhite"	1	20	27.6333333333333	97	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.690721649484536	0	0	0.134020618556701	NA	-0.227973849282014	NA	1348	24.9716816177544	-7.72131488366769	"3"
"x2059"	2059	2019	"Statistical and Cost Effective Lens on Computers at WHS"	"statistical and cost effective lens on computers at whs device,device, compsci electronics Engineering"	1	1645	1	NA	"d"	"device,device, compsci"	"electronics"	NA	4	"Engineering"	0	0	0	NA	NA	NA	NA	"Biology"	"Westfield High School"	166	"Western Massachusetts Region I Science Fair"	"x01085"	"M"	"12th"	"noAward"	0	"Caucasian"	"White"	0.666666666666667	0.816901408450704	142	25	"M_M"	"12_12"	"Caucasian_Caucasian"	"AllM"	12	"AllWhite"	2	20	16.3583333333334	142	8	43.6	228	241	"N"	"Y"	1228	100	14822	0.779	0.024	0.135	0.037	0.002	0	0.02	0.816901408450704	0.00704225352112676	0.0211267605633803	0.0422535211267606	-0.333126068230082	-0.180358685742829	0.0147187960722079	897	9.77185434135997	49.3016458164035	"4"
"x2061"	2061	2019	"Stride Length and Running Economy in Athletes"	"stride length and running economy in athletes sports Biology physiology biology"	1	1649	1	NA	"a"	"sports"	"Biology"	"physiology"	3	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Acton-Boxborough Regional High School"	2	"Northeastern Massachusetts Region IV Science Fair"	"x01720"	"F"	"12th"	"noAward"	0	"Caucasian"	"White"	1.5	0.111111111111111	45	7	"F_F_M"	"12_12_12"	"Caucasian_Caucasian_Other"	"Mix"	12	"2"	3	20	8.275	45	8	91.4	4	12	"N"	"N"	1837	125	14825	0.568	0.02	0.038	0.325	0.002	0	0.047	0.111111111111111	0	0.0222222222222222	0.555555555555556	-0.453925017098982	-0.284583059745658	0.262552259259259	1268	4.51040596711518	24.7374404650543	"3"
"x2064"	2064	2019	"Super Magnets"	"super magnets physics Engineering"	1	1662	1	NA	"m"	NA	"physics"	NA	2	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Excel High School"	52	"Boston Public Schools Region VI Science Fair"	"x02127"	"M"	"11th"	"noAward"	0	"Latino"	"Hispanic"	0	0.285714285714286	35	4	"F_M"	"10_11"	"Latino_SouthAsian"	"Mix"	10.5	"2"	2	20	2.31666666666667	35	7	7.7	321	325	"N"	"Y"	518	46	24334	0.091	0.38	0.334	0.178	0.004	0	0.014	0.0857142857142857	0.171428571428571	0.285714285714286	0.428571428571429	-0.58244935379354	-0.535904953017523	0.108647530612245	652	9.08974584290438	31.6527431703217	"4"
"x2066"	2066	2019	"Sweet Pea Plant Growth Using Tea"	"sweet pea plant growth using tea chemical,nutrition, food, chemical, plant,organism, plant, agriculture,organism, Botany agriculture biology"	1	1668	1	NA	"a"	"chemical,nutrition, food, chemical, plant,organism, plant, agriculture,organism,"	"Botany"	"agriculture"	3	"biology"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"North Quincy High School"	107	"South Shore Region V Science Fair"	"x02171"	"F"	"10th"	"noAward"	0	"Asian"	"Asian"	0.791666666666667	0.618181818181818	55	6	"F"	"10"	"Asian"	"AllF"	10	"AllAsian"	1	20	6.73333333333333	55	8	65.9	136	112	"N"	"N"	1258	90	15756	0.353	0.033	0.026	0.568	0.002	0.001	0.017	0.2	0.0363636363636364	0.0363636363636364	0.618181818181818	-0.42774571559627	-0.373600892479725	0.0260459338842975	1593	7.40634659181773	-41.7187256911837	"3"
"x2067"	2067	2019	"Table Salt. Surprisingly Complex"	"table sodium chloride surprisingly complex chemical,chemical, salt chemistry Chemistry"	1	1674	1	NA	"a"	"chemical,chemical, salt"	"chemistry"	NA	2	"Chemistry"	0	0	0	NA	NA	NA	NA	"Chemistry"	"Berkshire Arts & Technology Charter Public School"	13	"Western Massachusetts Region I Science Fair"	"x01220"	"M"	"10th"	"noAward"	0	"Caucasian"	"White"	0.25	0.634146341463415	41	8	"M"	"10"	"Caucasian"	"AllM"	10	"AllWhite"	1	20	3.23333333333333	41	7	49.2	209	15	"Y"	"Y"	378	36	0	0.698	0.119	0.093	0.029	0.003	0	0.058	0.634146341463415	0.121951219512195	0.0487804878048781	0.195121951219512	-0.438810183057927	-0.439346369983519	0.0336378673408685	358	23.5523993897355	-20.1890389077135	"2"
"x2068"	2068	2019	"Teletherapy Platform with Integrated Eye Tracking Technology"	"teletherapy platform with integrated eye tracking technology drug, medical,organ, vision electronics medical Engineering"	1	1683	1	NA	"d"	"drug, medical,organ, vision"	"electronics"	"medical"	3	"Engineering"	0	0	0	NA	NA	NA	NA	"Computer_Science"	"St. John's High School"	138	"Worcester Region II Science and Engineering Fair"	"x01545"	"M"	"9th"	"noAward"	0	"SouthAsian"	"Asian"	1.33333333333333	0.923076923076923	13	5	"M"	"9"	"SouthAsian"	"AllM"	9	"AllSouthAsian"	1	20	2.76666666666667	13	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.923076923076923	NA	-0.0320880980854264	NA	860	1.96211624616356	37.0649894346879	"4"
"x2069"	2069	2019	"Testing Bridge Length Based on Bridge Span"	"testing bridge length based on bridge span architecture, transportation civil Engineering"	1	1688	1	NA	"a"	"architecture, transportation"	"civil"	NA	2	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Westfield High School"	166	"Western Massachusetts Region I Science Fair"	"x01085"	"F"	"12th"	"noAward"	0	"Caucasian"	"White"	0.666666666666667	0.816901408450704	142	25	"F"	"12"	"Caucasian"	"AllF"	12	"AllWhite"	1	20	16.3583333333334	142	8	43.6	228	241	"N"	"Y"	1228	100	14822	0.779	0.024	0.135	0.037	0.002	0	0.02	0.816901408450704	0.00704225352112676	0.0211267605633803	0.0422535211267606	-0.333126068230082	-0.180358685742829	0.0147187960722079	1004	9.6728020222993	32.799660385549	"4"
"x207"	207	2014	"Use of GFP to Measure Glucose"	"use of gfp to measure glucose chemical,chemical,sugar biochem medical biology"	1	2113	1	NA	"a"	"chemical,chemical,sugar"	"biochem"	"medical"	2	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Somerville High School"	133	"Northeastern Massachusetts Region IV Science Fair"	"x02143"	"F"	"11th"	"noAward"	0	"Asian"	"Asian"	1.16666666666667	0.169014084507042	71	15	"F"	"11"	"Asian"	"AllF"	11	"AllAsian"	1	20	10.35	71	8	45.4	224	243	"N"	"N"	1251	120	20459	0.325	0.126	0.456	0.072	0.001	0.001	0.018	0.52112676056338	0.0704225352112676	0.0422535211267606	0.169014084507042	-0.54718040590716	-0.417209483776027	0.222152442174172	310	-5.42541877160657	-9.28248799731847	"2"
"x2070"	2070	2019	"Testing Lasering Under Pressure"	"testing lasering under pressure device physics Engineering"	1	1693	1	NA	"a"	"device"	"physics"	NA	2	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Upper Cape Cod Vocational Technical High School"	154	"South Shore Region V Science Fair"	"x02532"	"M"	"11th"	"noAward"	0	"Other"	NA	0.666666666666667	NA	22	4	"M"	"11"	"Other"	"AllM"	11	"X"	1	20	2.53333333333333	22	6	42.2	232	212	"N"	"Y"	703	72	22810	0.848	0.047	0.027	0.017	0.007	0	0.054	0.818181818181818	0	0	0	-0.279102315357065	-0.0713046892245547	0.00411612396694214	914	10.2702939521724	36.5617253506403	"4"
"x2071"	2071	2019	"Testing Methods of Lipid Extraction from Microalgae"	"testing methods of lipid extraction from micro algae chemical,method,organism,plant, microbiology, environment biochem energy biology"	1	1694	1	NA	"a"	"chemical,method,organism,plant, microbiology, environment"	"biochem"	"energy"	6	"biology"	0	0	0	NA	NA	NA	NA	"Biochemistry"	"Bishop Feehan High School"	17	"Rensselaer - BCC Region III Science Fair"	"x02703"	"F"	"10th"	"noAward"	0	"Caucasian"	"White"	1.75	0.657534246575342	73	9	"F"	"10"	"Caucasian"	"AllF"	10	"AllWhite"	1	20	11.8333333333334	73	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.657534246575342	0.0136986301369863	0.0684931506849315	0.123287671232877	NA	-0.337078468314062	NA	1141	21.8678884707299	-80.8678092238679	"4"
"x2072"	2072	2019	"Testing the Inhibitory Effects of Straw on Algae"	"testing the inhibitory effects of straw on algae organism,plant, microbiology microbiology biology"	1	1701	1	NA	"a"	"organism,plant, microbiology"	"microbiology"	NA	1	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Wachusett Regional High School"	157	"Worcester Region II Science and Engineering Fair"	"x01520"	"F"	"9th"	"noAward"	0	"Asian"	"Asian"	2.16666666666667	0.0779220779220779	77	7	"F"	"9"	"Asian"	"AllF"	9	"AllAsian"	1	20	28.85	77	8	82.1	54	52	"N"	"N"	2103	143	13024	0.884	0.018	0.048	0.031	0.001	0	0.018	0.688311688311688	0.012987012987013	0.012987012987013	0.0779220779220779	-0.223214595641834	-0.247018255121788	0.0417466360263114	1505	2.39389160441927	-5.46512530282976	"3"
"x2073"	2073	2019	"Testing the Potential of Marine Fungi to Bioremediate Crude Oil Spills"	"testing the potential of marine fungi to bio remediate crude oil spills chemical, pollute,organism,microbiology,pollute, fungus microbiology environment environment"	1	1702	1	NA	"a"	"chemical, pollute,organism,microbiology,pollute, fungus"	"microbiology"	"environment"	6	"environment"	0	0	0	NA	NA	NA	NA	"Biology"	"Falmouth Academy"	53	"South Shore Region V Science Fair"	"x02540"	"M"	"9th"	"noAward"	0	"Caucasian"	"White"	3	0.690721649484536	97	8	"M"	"9"	"Caucasian"	"AllM"	9	"AllWhite"	1	20	27.6333333333333	97	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.690721649484536	0	0	0.134020618556701	NA	-0.227973849282014	NA	204	44.6856906102056	-67.4327901291263	"1"
"x2074"	2074	2019	"The Arlington Reservoir: An Analysis of Climate Change Preparedness"	"the arlington reservoir an analysis of climate change preparedness location,water ecology environment environment"	1	1718	1	NA	"a"	"location,water"	"ecology"	"environment"	4	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"F"	"12th"	"noAward"	0	"Caucasian"	"White"	1.125	0.233918128654971	171	17	"F_F"	"12_12"	"Asian_Caucasian"	"AllF"	12	"2"	2	20	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	110	36.6728657966304	-9.49249100025925	"1"
"x2076"	2076	2019	"The Effect of Common Chemicals on Daphnia Heart Rate"	"the effect of common chemicals on daphnia heart rate chemical,organ,cardiovascular,organism,microbiology, crustacean biochem ecology biology"	1	1775	1	NA	"a"	"chemical,organ,cardiovascular,organism,microbiology, crustacean"	"biochem"	"ecology"	2	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"St. John Paul ll High School"	137	"South Shore Region V Science Fair"	"x02601"	"F"	"12th"	"noAward"	0	"Caucasian"	"White"	0	0.8125	16	3	"F"	"12"	"Caucasian"	"AllF"	12	"AllWhite"	1	20	0.95	16	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8125	0	0	0.1875	NA	-0.209580773646683	NA	1544	27.2361252359693	-138.371790345722	"3"
"x2077"	2077	2019	"The Effect of Duration of Light Exposure on the Color of Artemia"	"the effect of duration of light exposure on the color of artemia organism, marine, shrimp, artemia biophysics ecology biology"	1	1783	1	NA	"a"	"organism, marine, shrimp, artemia"	"biophysics"	"ecology"	2	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"North Quincy High School"	107	"South Shore Region V Science Fair"	"x02171"	"M"	"9th"	"noAward"	0	"Biracial"	"Other"	0.791666666666667	0.0363636363636364	55	6	"M"	"9"	"Biracial"	"AllM"	9	"AllBiracial"	1	20	6.73333333333333	55	8	65.9	136	112	"N"	"N"	1258	90	15756	0.353	0.033	0.026	0.568	0.002	0.001	0.017	0.2	0.0363636363636364	0.0363636363636364	0.618181818181818	-0.42774571559627	-0.373600892479725	0.0260459338842975	41	17.3820799375451	-11.6115215637771	"1"
"x2078"	2078	2019	"The Effect of Garlic Extract on the Lysozyme Activity of the B. Mori"	"the effect of garlic extract on the lysozyme activity of the b.mori organism,insect,plant,organism,protein,enzyme, silkmoth biochem agriculture biology"	1	1791	1	NA	"a"	"organism,insect,plant,organism,protein,enzyme, silkmoth"	"biochem"	"agriculture"	3	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Pioneer Charter School of Science"	113	"Northeastern Massachusetts Region IV Science Fair"	"x02149"	"F"	"12th"	"noAward"	0	"Caucasian"	"White"	0	0.214285714285714	28	5	"F_F"	"11_12"	"African_Caucasian"	"AllF"	11.5	"2"	2	20	1.55	28	7	80.1	67	67	"Y"	"Y"	789	77	0	0.336	0.262	0.293	0.077	0.02	0	0.011	0.214285714285714	0.25	0.214285714285714	0.0357142857142857	-0.609027146419184	-0.488916405076459	0.0228588163265306	1320	-2.27236609130811	-14.2409944445262	"3"
"x208"	208	2014	"Toxicity Bioassay using Artemia salina"	"toxicity bio assay using artemia salina ,pollute, toxin,organism, marine, shrimp, artemia,organism, marine, shrimp, artemia biochem environment biology"	1	2073	1	NA	"a"	",pollute, toxin,organism, marine, shrimp, artemia,organism, marine, shrimp, artemia"	"biochem"	"environment"	3	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Medford High School"	91	"Northeastern Massachusetts Region IV Science Fair"	"x02155"	"F"	"12th"	"noAward"	0	"Caucasian"	"White"	1.5	0.25	20	3	"F"	"12"	"Caucasian"	"AllF"	12	"AllWhite"	1	20	7	20	6	46.9	217	233	"N"	"N"	1340	132	18805	0.588	0.145	0.122	0.105	0.001	0.001	0.037	0.25	0.1	0	0.6	-0.530423532408018	-0.383624247601804	0.376178	32	26.6365180836756	-43.715726515174	"1"
"x2080"	2080	2019	"The Effect of Hydrogen Peroxide on Grass Growth"	"the effect of hydrogen peroxide on grass growth chemical,chemical, organism, plant chemistry agriculture environment"	1	1806	1	NA	"a"	"chemical,chemical, organism, plant"	"chemistry"	"agriculture"	2	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Foxborough Regional Charter School"	56	"Rensselaer - BCC Region III Science Fair"	"x02035"	"F"	"9th"	"noAward"	0	"Caucasian"	"White"	0	0.4	30	4	"F"	"9"	"Caucasian"	"AllF"	9	"AllWhite"	1	20	2.08333333333333	30	8	65.7	138	142	"Y"	"Y"	1630	130	0	0.328	0.467	0.048	0.098	0.003	0.002	0.053	0.4	0.133333333333333	0.0333333333333333	0.3	-0.555962616381974	-0.481951837329132	0.157536555555556	551	53.352726521857	-100.329306272963	"2"
"x2081"	2081	2019	"The Effect of Naturopathic Substances to Regenerate Planaria"	"the effect of naturopathic substances to regenerate planaria drug, medical,drug, medical,organism, slug biochem ecology biology"	1	1515	1	NA	"a"	"drug, medical,drug, medical,organism, slug"	"biochem"	"ecology"	3	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Assabet Valley Vocational High School"	10	"Worcester Region II Science and Engineering Fair"	"x01752"	"F"	"10th"	"noAward"	0	"Caucasian"	"White"	0	0.5	16	1	"F"	"10"	"Caucasian"	"AllF"	10	"AllWhite"	1	20	2.43333333333333	16	6	45.4	225	186	"N"	"Y"	1134	109	20143	0.79	0.01	0.165	0.005	0.003	0	0.026	0.5	0.125	0.1875	0.0625	-0.290274226252176	-0.474971006610028	0.1011375	1405	-3.14615674870072	-21.3395312264404	"3"
"x2082"	2082	2019	"The Effect of Nitrate Levels in Polluted Water on Daphnia"	"the effect of nitrate levels in polluted water on daphnia chemical, inorganic,organism,microbiology, crustacean,pollute,water biochem environment biology"	1	1827	1	NA	"a"	"chemical, inorganic,organism,microbiology, crustacean,pollute,water"	"biochem"	"environment"	2	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Urban Science Academy"	155	"Boston Public Schools Region VI Science Fair"	"x02132"	"F"	"9th"	"noAward"	0	"Asian"	"Asian"	0	0.25	8	3	"F_F"	"9_10"	"Asian_Latino"	"AllF"	9.5	"2"	2	20	0.4	8	2	5.8	326	295	"N"	"Y"	328	31	26702	0.07	0.512	0.366	0.012	0.003	0	0.034	0	0.125	0.5	0.25	-0.470011018028855	-0.413916244037974	0.229269	195	44.3313832453757	-117.217102170768	"1"
"x2084"	2084	2019	"The Effect of pH on Enzyme Acitivity"	"the effect of ph on enzyme acitivity chemical, protein,chemistry biochem biology"	1	1832	1	NA	"a"	"chemical, protein,chemistry"	"biochem"	NA	2	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Boston Latin Academy"	21	"Boston Public Schools Region VI Science Fair"	"x02121"	"F"	"9th"	"noAward"	0	"African"	"Black"	0	0.230769230769231	52	12	"F"	"9"	"African"	"AllF"	9	"AllBlack"	1	20	7.03333333333333	52	8	89.7	9	8	"N"	"Y"	1767	91	19817	0.291	0.209	0.255	0.21	0.002	0.001	0.031	0.346153846153846	0.230769230769231	0.134615384615385	0.269230769230769	-0.646928496002919	-0.577107917333627	0.0215165857988166	327	6.67232548462773	-45.7658171832214	"2"
"x2085"	2085	2019	"The Effect of Propolis on E. coli"	"the effect of propolis on e.coli chemical,organism,microbiology, bacteria biochem infectious biology"	1	1840	1	NA	"a"	"chemical,organism,microbiology, bacteria"	"biochem"	"infectious"	2	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Wachusett Regional High School"	157	"Worcester Region II Science and Engineering Fair"	"x01520"	"F"	"10th"	"noAward"	0	"Biracial"	"Other"	2.16666666666667	0.012987012987013	77	7	"F"	"10"	"Biracial"	"AllF"	10	"AllBiracial"	1	20	28.85	77	8	82.1	54	52	"N"	"N"	2103	143	13024	0.884	0.018	0.048	0.031	0.001	0	0.018	0.688311688311688	0.012987012987013	0.012987012987013	0.0779220779220779	-0.223214595641834	-0.247018255121788	0.0417466360263114	1446	-9.90102723861633	-47.9638143971548	"3"
"x2086"	2086	2019	"The Effect of Sanitation Methods on Dirty Sponges."	"the effect of sanitation methods on dirty sponges method,pure, filter, health microbiology household biology"	1	1842	1	NA	"a"	"method,pure, filter, health"	"microbiology"	"household"	4	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Bishop Feehan High School"	17	"Rensselaer - BCC Region III Science Fair"	"x02703"	"F"	"9th"	"noAward"	0	"Caucasian"	"White"	1.75	0.657534246575342	73	9	"F"	"9"	"Caucasian"	"AllF"	9	"AllWhite"	1	20	11.8333333333334	73	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.657534246575342	0.0136986301369863	0.0684931506849315	0.123287671232877	NA	-0.337078468314062	NA	255	0.890107178200452	28.6135604286176	"6"
